"Event.Index";"UTC.Timestamp";"UTC.Date";"Local.Timestamp";"Local.Timezone";"Local.Date";"Experiment.ID";"Experiment.Version";"Tree.Node.Key";"Repeat.Key";"Schedule.ID";"Participant.Public.ID";"Participant.Private.ID";"Participant.Starting.Group";"Participant.Status";"Participant.Completion.Code";"Participant.External.Session.ID";"Participant.Device.Type";"Participant.Device";"Participant.OS";"Participant.Browser";"Participant.Monitor.Size";"Participant.Viewport.Size";"Checkpoint";"Task.Name";"Task.Version";"counterbalance.9qvq";"checkpoint.ngg1";"checkpoint.nubw";"checkpoint.t5ey";"Question.Key";"Response"
"3";1593699017116;"02/07/2020 14:10:17";1593699021223;1;"02/07/2020 15:10:21";18619;2;"questionnaire-b579";NA;5872771;"5cacd129abf37b0015a49f71";1652639;NA;"complete";NA;"5efde0ba82ecbb25a0253e8a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"2"
"4";1593699017116;"02/07/2020 14:10:17";1593699021224;1;"02/07/2020 15:10:21";18619;2;"questionnaire-b579";NA;5872771;"5cacd129abf37b0015a49f71";1652639;NA;"complete";NA;"5efde0ba82ecbb25a0253e8a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"age";"33"
"5";1593699017116;"02/07/2020 14:10:17";1593699021227;1;"02/07/2020 15:10:21";18619;2;"questionnaire-b579";NA;5872771;"5cacd129abf37b0015a49f71";1652639;NA;"complete";NA;"5efde0ba82ecbb25a0253e8a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"response-2";"left-handed"
"6";1593699017116;"02/07/2020 14:10:17";1593699021228;1;"02/07/2020 15:10:21";18619;2;"questionnaire-b579";NA;5872771;"5cacd129abf37b0015a49f71";1652639;NA;"complete";NA;"5efde0ba82ecbb25a0253e8a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"2"
"7";1593699017116;"02/07/2020 14:10:17";1593699021229;1;"02/07/2020 15:10:21";18619;2;"questionnaire-b579";NA;5872771;"5cacd129abf37b0015a49f71";1652639;NA;"complete";NA;"5efde0ba82ecbb25a0253e8a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1593699017116;"02/07/2020 14:10:17";1593699021229;1;"02/07/2020 15:10:21";18619;2;"questionnaire-b579";NA;5872771;"5cacd129abf37b0015a49f71";1652639;NA;"complete";NA;"5efde0ba82ecbb25a0253e8a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"response-3";"Chinese Hakka"
"9";1593699017116;"02/07/2020 14:10:17";1593699021230;1;"02/07/2020 15:10:21";18619;2;"questionnaire-b579";NA;5872771;"5cacd129abf37b0015a49f71";1652639;NA;"complete";NA;"5efde0ba82ecbb25a0253e8a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"country";"UK"
"10";1593699017116;"02/07/2020 14:10:17";1593699021231;1;"02/07/2020 15:10:21";18619;2;"questionnaire-b579";NA;5872771;"5cacd129abf37b0015a49f71";1652639;NA;"complete";NA;"5efde0ba82ecbb25a0253e8a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"education";"Bachelor degree"
"11";1593699017116;"02/07/2020 14:10:17";1593699021231;1;"02/07/2020 15:10:21";18619;2;"questionnaire-b579";NA;5872771;"5cacd129abf37b0015a49f71";1652639;NA;"complete";NA;"5efde0ba82ecbb25a0253e8a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"5"
"12";1593699017116;"02/07/2020 14:10:17";1593699021232;1;"02/07/2020 15:10:21";18619;2;"questionnaire-b579";NA;5872771;"5cacd129abf37b0015a49f71";1652639;NA;"complete";NA;"5efde0ba82ecbb25a0253e8a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"I've a degree related to one of these fields."
"13";1593699017116;"02/07/2020 14:10:17";1593699021232;1;"02/07/2020 15:10:21";18619;2;"questionnaire-b579";NA;5872771;"5cacd129abf37b0015a49f71";1652639;NA;"complete";NA;"5efde0ba82ecbb25a0253e8a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"4"
"14";1593699017116;"02/07/2020 14:10:17";1593699021233;1;"02/07/2020 15:10:21";18619;2;"questionnaire-b579";NA;5872771;"5cacd129abf37b0015a49f71";1652639;NA;"complete";NA;"5efde0ba82ecbb25a0253e8a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"comment";"I really enjoyed this thank you"
"15";1593699017116;"02/07/2020 14:10:17";1593699021233;1;"02/07/2020 15:10:21";18619;2;"questionnaire-b579";NA;5872771;"5cacd129abf37b0015a49f71";1652639;NA;"complete";NA;"5efde0ba82ecbb25a0253e8a";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1366x768";"1349x657";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"54843"
"1";1593681264375;"02/07/2020 09:14:24";1593681263406;2;"02/07/2020 11:14:23";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1366x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1593681351832;"02/07/2020 09:15:51";1593681350785;2;"02/07/2020 11:15:50";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"sex";"female"
"3";1593681351910;"02/07/2020 09:15:51";1593681350789;2;"02/07/2020 11:15:50";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"2"
"4";1593681351910;"02/07/2020 09:15:51";1593681350790;2;"02/07/2020 11:15:50";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"age";"35"
"5";1593681351910;"02/07/2020 09:15:51";1593681350790;2;"02/07/2020 11:15:50";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1593681351910;"02/07/2020 09:15:51";1593681350791;2;"02/07/2020 11:15:50";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"7";1593681351910;"02/07/2020 09:15:51";1593681350791;2;"02/07/2020 11:15:50";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1593681351910;"02/07/2020 09:15:51";1593681350791;2;"02/07/2020 11:15:50";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"response-3";"Polish language"
"9";1593681351910;"02/07/2020 09:15:51";1593681350792;2;"02/07/2020 11:15:50";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"country";"Poland"
"10";1593681351910;"02/07/2020 09:15:51";1593681350792;2;"02/07/2020 11:15:50";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"education";"Some high school but no diploma"
"11";1593681351910;"02/07/2020 09:15:51";1593681350792;2;"02/07/2020 11:15:50";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"2"
"12";1593681351910;"02/07/2020 09:15:51";1593681350793;2;"02/07/2020 11:15:50";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"Not at all"
"13";1593681351910;"02/07/2020 09:15:51";1593681350793;2;"02/07/2020 11:15:50";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"1"
"14";1593681351910;"02/07/2020 09:15:51";1593681350793;2;"02/07/2020 11:15:50";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"comment";""
"15";1593681351910;"02/07/2020 09:15:51";1593681350793;2;"02/07/2020 11:15:50";18619;2;"questionnaire-b579";NA;5865915;"5bc2e0ec4f3bfd00012e97b5";1651022;NA;"complete";NA;"5efd9ee8e399371ea26880de";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.97";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"87387"
"1";1591181210480;"03/06/2020 10:46:50";1591181209833;2;"03/06/2020 12:46:49";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1920x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1591181247949;"03/06/2020 10:47:27";1591181247345;2;"03/06/2020 12:47:27";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"3";1591181248058;"03/06/2020 10:47:28";1591181247346;2;"03/06/2020 12:47:27";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"4";1591181248058;"03/06/2020 10:47:28";1591181247346;2;"03/06/2020 12:47:27";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"age";"19"
"5";1591181248058;"03/06/2020 10:47:28";1591181247346;2;"03/06/2020 12:47:27";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1591181248058;"03/06/2020 10:47:28";1591181247347;2;"03/06/2020 12:47:27";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"7";1591181248058;"03/06/2020 10:47:28";1591181247347;2;"03/06/2020 12:47:27";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1591181248058;"03/06/2020 10:47:28";1591181247347;2;"03/06/2020 12:47:27";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"37514"
"9";1591181248058;"03/06/2020 10:47:28";1591181247347;2;"03/06/2020 12:47:27";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"country";"Italy"
"10";1591181248058;"03/06/2020 10:47:28";1591181247347;2;"03/06/2020 12:47:27";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"education";"High school diploma"
"11";1591181248058;"03/06/2020 10:47:28";1591181247347;2;"03/06/2020 12:47:27";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"3"
"12";1591181248058;"03/06/2020 10:47:28";1591181247347;2;"03/06/2020 12:47:27";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"Not at all"
"13";1591181248058;"03/06/2020 10:47:28";1591181247347;2;"03/06/2020 12:47:27";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"1"
"14";1591181248058;"03/06/2020 10:47:28";1591181247347;2;"03/06/2020 12:47:27";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"comment";""
"15";1591181248058;"03/06/2020 10:47:28";1591181247347;2;"03/06/2020 12:47:27";18619;2;"questionnaire-b579";NA;5287351;"5e6d5d899dae0e328cc4a169";1489074;NA;"complete";NA;"5ed77853c5fc2f03621f1758";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x969";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-3";"Italian"
"1";1591193729794;"03/06/2020 14:15:29";1591193727593;2;"03/06/2020 16:15:27";18619;2;"questionnaire-b579";NA;5290490;"5e53d2941b233d02960a0dde";1490396;NA;"complete";NA;"5ed7ab04b8c163256b41d9b4";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1920x937";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1591193800400;"03/06/2020 14:16:40";1591193797508;2;"03/06/2020 16:16:37";18619;2;"questionnaire-b579";NA;5290490;"5e53d2941b233d02960a0dde";1490396;NA;"complete";NA;"5ed7ab04b8c163256b41d9b4";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x937";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"sex";"female"
"3";1591193800494;"03/06/2020 14:16:40";1591193797511;2;"03/06/2020 16:16:37";18619;2;"questionnaire-b579";NA;5290490;"5e53d2941b233d02960a0dde";1490396;NA;"complete";NA;"5ed7ab04b8c163256b41d9b4";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x937";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"sex-quantised";"2"
"4";1591193800494;"03/06/2020 14:16:40";1591193797512;2;"03/06/2020 16:16:37";18619;2;"questionnaire-b579";NA;5290490;"5e53d2941b233d02960a0dde";1490396;NA;"complete";NA;"5ed7ab04b8c163256b41d9b4";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x937";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"age";"18"
"5";1591193800494;"03/06/2020 14:16:40";1591193797512;2;"03/06/2020 16:16:37";18619;2;"questionnaire-b579";NA;5290490;"5e53d2941b233d02960a0dde";1490396;NA;"complete";NA;"5ed7ab04b8c163256b41d9b4";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1920x1080";"1903x937";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
